Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
-9.102754592895508,1.742978811264038,3.3279404640197754,0.1443433314561844,-0.06285060197114944,-0.14274543523788452,0.0,0.0,0.0
-9.11233139038086,1.7166426181793213,3.313575267791748,0.14594122767448425,-0.06072007492184639,-0.14540860056877136,0.0,0.0,0.0
-9.136273384094238,1.7070658206939697,3.289633274078369,0.14753912389278412,-0.058589547872543335,-0.14594122767448425,0.0,0.0,0.0
-9.14345645904541,1.7190368175506592,3.3039984703063965,0.14540860056877136,-0.05805691331624985,-0.14966966211795807,0.0,0.0,0.0
-9.105149269104004,1.7357962131500244,3.335123062133789,0.14274543523788452,-0.059122178703546524,-0.14753912389278412,0.0,0.0,0.0
-9.10993766784668,1.7477672100067139,3.3016042709350586,0.14008228480815887,-0.0601874440908432,-0.15020228922367096,0.0,0.0,0.0
-9.114726066589355,1.7525556087493896,3.2776620388031006,0.1390170156955719,-0.059122178703546524,-0.15073493123054504,0.0,0.0,0.0
-9.126696586608887,1.7501614093780518,3.272873640060425,0.14114753901958466,-0.05645901709794998,-0.14966966211795807,0.0,0.0,0.0
-9.14345645904541,1.7405846118927002,3.2824504375457764,0.1432780772447586,-0.055393751710653305,-0.14913703501224518,0.0,0.0,0.0
-9.129091262817383,1.7190368175506592,3.3016042709350586,0.14594122767448425,-0.05432849004864693,-0.14540860056877136,0.0,0.0,0.0
-9.141061782836914,1.742978811264038,3.294421672821045,0.1486043930053711,-0.05273059383034706,-0.1443433314561844,0.0,0.0,0.0
-9.150638580322266,1.7621324062347412,3.294421672821045,0.1486043930053711,-0.0511326938867569,-0.14008228480815887,0.0,0.0,0.0
-9.14585018157959,1.7549498081207275,3.3016042709350586,0.14913703501224518,-0.052197959274053574,-0.14221280813217163,0.0,0.0,0.0
-9.138668060302734,1.7381904125213623,3.313575267791748,0.14913703501224518,-0.054861120879650116,-0.1443433314561844,0.0,0.0,0.0
-9.157821655273438,1.7597382068634033,3.315969467163086,0.14753912389278412,-0.054861120879650116,-0.14913703501224518,0.0,0.0,0.0
-9.184157371520996,1.7334020137786865,3.335123062133789,0.14594122767448425,-0.0511326938867569,-0.1486043930053711,0.0,0.0,0.0
-9.181763648986816,1.745373010635376,3.3279404640197754,0.1443433314561844,-0.0463390052318573,-0.14594122767448425,0.0,0.0,0.0
-9.174580574035645,1.7262194156646729,3.315969467163086,0.14700649678707123,-0.047404270619153976,-0.1438107043504715,0.0,0.0,0.0
-9.174580574035645,1.6855180263519287,3.313575267791748,0.1480717658996582,-0.05006743222475052,-0.14221280813217163,0.0,0.0,0.0
-9.174580574035645,1.7046716213226318,3.332728862762451,0.1480717658996582,-0.05326322466135025,-0.14753912389278412,0.0,0.0,0.0
-9.186552047729492,1.7046716213226318,3.3087868690490723,0.15073493123054504,-0.054861120879650116,-0.14966966211795807,0.0,0.0,0.0
-9.186552047729492,1.721431016921997,3.31118106842041,0.15073493123054504,-0.05592638626694679,-0.15446335077285767,0.0,0.0,0.0
-9.174580574035645,1.7166426181793213,3.3207578659057617,0.1528654545545578,-0.055393751710653305,-0.15606124699115753,0.0,0.0,0.0
-9.165003776550293,1.6950948238372803,3.332728862762451,0.14913703501224518,-0.05432849004864693,-0.15020228922367096,0.0,0.0,0.0
-9.17697525024414,1.6831238269805908,3.3303346633911133,0.14966966211795807,-0.051665328443050385,-0.14700649678707123,0.0,0.0,0.0
-9.184157371520996,1.6950948238372803,3.31118106842041,0.1480717658996582,-0.0511326938867569,-0.14061491191387177,0.0,0.0,0.0
-9.20091724395752,1.721431016921997,3.3446998596191406,0.14700649678707123,-0.0511326938867569,-0.14647386968135834,0.0,0.0,0.0
-9.220070838928223,1.702277421951294,3.3303346633911133,0.14540860056877136,-0.05060006305575371,-0.14966966211795807,0.0,0.0,0.0
-9.23682975769043,1.6663644313812256,3.313575267791748,0.14753912389278412,-0.04580637440085411,-0.15393072366714478,0.0,0.0,0.0
-9.251195907592773,1.6400281190872192,3.318363666534424,0.14966966211795807,-0.03994741663336754,-0.15659387409687042,0.0,0.0,0.0
-9.275137901306152,1.6400281190872192,3.31118106842041,0.15180018544197083,-0.037816889584064484,-0.1528654545545578,0.0,0.0,0.0
-9.270349502563477,1.6687586307525635,3.332728862762451,0.15073493123054504,-0.037284258753061295,-0.14913703501224518,0.0,0.0,0.0
-9.251195907592773,1.6663644313812256,3.332728862762451,0.1533980816602707,-0.03568635880947113,-0.14274543523788452,0.0,0.0,0.0
-9.232041358947754,1.656787633895874,3.3231520652770996,0.15126755833625793,-0.03675162419676781,-0.14487597346305847,0.0,0.0,0.0
-9.222464561462402,1.6472108364105225,3.315969467163086,0.14753912389278412,-0.03621899336576462,-0.14540860056877136,0.0,0.0,0.0
-9.215282440185547,1.6352397203445435,3.2992100715637207,0.14487597346305847,-0.037284258753061295,-0.1443433314561844,0.0,0.0,0.0
-9.210494041442871,1.6519992351531982,3.296815872192383,0.14274543523788452,-0.033555831760168076,-0.14274543523788452,0.0,0.0,0.0
-9.196128845214844,1.6352397203445435,3.3039984703063965,0.1438107043504715,-0.0324905663728714,-0.14487597346305847,0.0,0.0,0.0
-9.193734169006348,1.6184803247451782,3.2992100715637207,0.14114753901958466,-0.02876214124262333,-0.1480717658996582,0.0,0.0,0.0
-9.198522567749023,1.623268723487854,3.2848448753356934,0.1432780772447586,-0.03142530098557472,-0.14647386968135834,0.0,0.0,0.0
-9.188945770263672,1.6519992351531982,3.2776620388031006,0.1432780772447586,-0.03568635880947113,-0.14274543523788452,0.0,0.0,0.0
-9.193734169006348,1.656787633895874,3.3063926696777344,0.14221280813217163,-0.037284258753061295,-0.14114753901958466,0.0,0.0,0.0
-9.210494041442871,1.6472108364105225,3.315969467163086,0.13795174658298492,-0.030360037460923195,-0.14221280813217163,0.0,0.0,0.0
-9.215282440185547,1.6328455209732056,3.3255462646484375,0.13741911947727203,-0.023435818031430244,-0.14061491191387177,0.0,0.0,0.0
-9.198522567749023,1.6089035272598267,3.3279404640197754,0.13528859615325928,-0.022903187200427055,-0.138484388589859,0.0,0.0,0.0
-9.165003776550293,1.577778935432434,3.3231520652770996,0.13795174658298492,-0.02503371611237526,-0.13635385036468506,0.0,0.0,0.0
-9.186552047729492,1.5873557329177856,3.3087868690490723,0.13741911947727203,-0.029827404767274857,-0.138484388589859,0.0,0.0,0.0
-9.220070838928223,1.5945383310317993,3.3231520652770996,0.14168018102645874,-0.029827404767274857,-0.13688649237155914,0.0,0.0,0.0
-9.210494041442871,1.6089035272598267,3.3063926696777344,0.1432780772447586,-0.027164245024323463,-0.13741911947727203,0.0,0.0,0.0
-9.2033109664917,1.6089035272598267,3.2848448753356934,0.14168018102645874,-0.02077265828847885,-0.13582122325897217,0.0,0.0,0.0
-9.222464561462402,1.5969325304031372,3.2824504375457764,0.13688649237155914,-0.018642129376530647,-0.13209278881549835,0.0,0.0,0.0
-9.210494041442871,1.6496050357818604,3.292027473449707,0.12889699637889862,-0.02077265828847885,-0.13209278881549835,0.0,0.0,0.0
-9.222464561462402,1.6424224376678467,3.2776620388031006,0.1257012039422989,-0.022370554506778717,-0.13102753460407257,0.0,0.0,0.0
-9.208099365234375,1.6328455209732056,3.2776620388031006,0.1257012039422989,-0.02183792181313038,-0.13741911947727203,0.0,0.0,0.0
-9.215282440185547,1.6352397203445435,3.2824504375457764,0.13156016170978546,-0.018642129376530647,-0.1347559541463852,0.0,0.0,0.0
-9.23682975769043,1.6448166370391846,3.289633274078369,0.1342233270406723,-0.017044231295585632,-0.13156016170978546,0.0,0.0,0.0
-9.215282440185547,1.625662922859192,3.296815872192383,0.1347559541463852,-0.01225054170936346,-0.12729910016059875,0.0,0.0,0.0
-9.227252960205078,1.599326729774475,3.2537200450897217,0.13209278881549835,-0.006924218963831663,-0.12410331517457962,0.0,0.0,0.0
-9.239224433898926,1.5897499322891235,3.2752678394317627,0.12729910016059875,-0.005858954507857561,-0.12783174216747284,0.0,0.0,0.0
-9.241618156433105,1.5969325304031372,3.2872390747070312,0.12463594228029251,-0.007989483885467052,-0.1294296383857727,0.0,0.0,0.0
-9.241618156433105,1.6041151285171509,3.292027473449707,0.12197278439998627,-0.011717909015715122,-0.13315805792808533,0.0,0.0,0.0
